PATH:ko04060	211
PATH:ko04062	143
PATH:ko04151	262
PATH:ko01521	51
PATH:ko05218	54
PATH:ko04024	134
PATH:ko04071	80
PATH:ko04611	93
PATH:ko05210	38
PATH:ko05223	35
PATH:ko04010	166
PATH:ko05212	37
PATH:ko04664	43
PATH:ko04725	79
PATH:ko04530	83
PATH:ko04150	96
PATH:ko04660	71
PATH:ko04933	71
PATH:ko04915	73
PATH:ko04380	81
PATH:ko04211	64
PATH:ko04022	110
PATH:ko04914	53
PATH:ko05222	58
PATH:ko05230	41
PATH:ko05220	46
PATH:ko04728	79
PATH:ko05224	111
PATH:ko04152	75
PATH:ko04666	47
PATH:ko05221	36
PATH:ko04212	46
PATH:ko05160	92
PATH:ko04668	73
PATH:ko04261	90
PATH:ko04932	111
PATH:ko05211	45
PATH:ko04510	147
PATH:ko04370	38
PATH:ko04066	59
PATH:ko04210	88
PATH:ko04922	67
PATH:ko05169	132
PATH:ko04068	81
PATH:ko04910	95
PATH:ko04919	81
PATH:ko04015	154
PATH:ko05214	44
PATH:ko04620	73
PATH:ko04213	46
PATH:ko04014	145
PATH:ko05213	35
PATH:ko05215	56
PATH:ko05200	289
PATH:ko05162	95
PATH:ko04630	122
PATH:ko04931	63
PATH:ko04920	43
PATH:ko05152	120
PATH:ko04917	52
PATH:ko04923	47
PATH:ko04973	28
PATH:ko05231	62
PATH:ko05205	132
PATH:ko05166	184
PATH:ko04550	105
PATH:ko01522	68
PATH:ko04662	46
PATH:ko04012	53
PATH:ko05142	71
PATH:ko05164	120
PATH:ko01524	53
PATH:ko05145	78
PATH:ko05161	97
PATH:ko04072	101
PATH:ko04722	83
PATH:ko04080	248
PATH:ko04730	40
PATH:ko05010	122
PATH:ko05016	118
PATH:ko05012	108
PATH:ko04260	56
PATH:ko00190	99
PATH:ko04020	129
PATH:ko03015	56
PATH:ko04146	52
PATH:ko00511	14
PATH:ko04142	80
PATH:ko00340	14
PATH:ko02010	31
PATH:ko04360	111
PATH:ko04013	50
PATH:ko04977	16
PATH:ko05206	98
PATH:ko01523	18
PATH:ko04112	3
PATH:ko03008	60
PATH:ko00230	119
PATH:ko00240	74
PATH:ko00270	29
PATH:ko01230	51
PATH:ko04950	19
PATH:ko04930	32
PATH:ko00620	28
PATH:ko01200	80
PATH:ko00010	47
PATH:ko04144	135
PATH:ko05134	40
PATH:ko05110	40
PATH:ko00533	13
PATH:ko04918	53
PATH:ko05320	39
PATH:ko04971	57
PATH:ko04723	73
PATH:ko04726	82
PATH:ko04310	102
PATH:ko04750	72
PATH:ko04745	20
PATH:ko04720	43
