R-HSA-379716	24
R-HSA-1236973	8
R-HSA-1236974	151
R-HSA-1236977	79
R-HSA-418594	243
R-HSA-5576893	27
R-HSA-5576892	44
R-HSA-168188	4
R-HSA-5576890	8
R-HSA-2029481	73
R-HSA-2029482	121
R-HSA-5576894	7
R-HSA-168181	2
R-HSA-168638	35
R-HSA-70171	30
R-HSA-192823	90
R-HSA-8875555	10
R-HSA-69481	51
R-HSA-422356	33
R-HSA-1307965	3
R-HSA-167200	46
R-HSA-449147	47
R-HSA-430116	11
R-HSA-880009	3
R-HSA-5221030	4
R-HSA-1236394	9
R-HSA-5617833	20
R-HSA-381771	19
R-HSA-189085	7
R-HSA-5610783	60
R-HSA-5610780	60
R-HSA-5610787	56
R-HSA-5610785	60
R-HSA-5674400	24
R-HSA-6790901	59
R-HSA-68827	59
R-HSA-1433559	13
R-HSA-205025	6
R-HSA-72086	29
R-HSA-1433557	34
R-HSA-77595	19
R-HSA-72187	57
R-HSA-5655291	10
R-HSA-140834	5
R-HSA-140837	22
R-HSA-442729	15
R-HSA-442720	7
R-HSA-211957	1
R-HSA-438066	17
R-HSA-2660826	7
R-HSA-5620922	23
R-HSA-211958	12
R-HSA-5620924	53
R-HSA-6803544	4
R-HSA-1483076	1
R-HSA-3371568	14
R-HSA-4420097	60
R-HSA-379398	2
R-HSA-110314	30
R-HSA-379397	2
R-HSA-110312	16
R-HSA-73863	31
R-HSA-3247509	9
R-HSA-77346	5
R-HSA-888590	12
R-HSA-888593	4
R-HSA-114294	2
R-HSA-77348	5
R-HSA-1170546	14
R-HSA-201688	8
R-HSA-5626467	31
R-HSA-5689603	96
R-HSA-201681	31
R-HSA-113418	33
R-HSA-1489509	7
R-HSA-5340588	8
R-HSA-1963640	14
R-HSA-1963642	13
R-HSA-114508	22
R-HSA-1660662	45
R-HSA-1660661	41
R-HSA-187706	5
R-HSA-389356	8
R-HSA-389357	22
R-HSA-389359	11
R-HSA-1483101	2
R-HSA-190873	12
R-HSA-190872	1
R-HSA-199220	9
R-HSA-77111	8
R-HSA-163767	7
R-HSA-163765	7
R-HSA-3656237	12
R-HSA-5210891	7
R-HSA-1369007	4
R-HSA-191273	19
R-HSA-6782135	65
R-HSA-5579026	4
R-HSA-2426168	40
R-HSA-69017	51
R-HSA-2022870	19
R-HSA-5625740	27
R-HSA-6806942	6
R-HSA-162791	7
R-HSA-8852405	5
R-HSA-177128	8
R-HSA-5684264	16
R-HSA-1300652	5
R-HSA-174414	6
R-HSA-174417	5
R-HSA-174411	14
R-HSA-192905	2
R-HSA-193692	10
R-HSA-379726	21
R-HSA-69656	15
R-HSA-4086400	21
R-HSA-390648	5
R-HSA-6785631	13
R-HSA-350864	3
R-HSA-381340	83
R-HSA-3560783	19
R-HSA-1433617	12
R-HSA-804914	8
R-HSA-164525	1
R-HSA-8866910	13
R-HSA-442742	13
R-HSA-977442	3
R-HSA-977441	13
R-HSA-5673000	24
R-HSA-211163	4
R-HSA-977444	2
R-HSA-432142	17
R-HSA-6804114	18
R-HSA-1296052	9
R-HSA-1296053	4
R-HSA-444473	8
R-HSA-71182	11
R-HSA-169911	2
R-HSA-1236382	18
R-HSA-70614	20
R-HSA-182971	24
R-HSA-2408557	93
R-HSA-2408552	1
R-HSA-2408550	3
R-HSA-5685939	10
R-HSA-111457	2
R-HSA-4570464	42
R-HSA-111452	2
R-HSA-2142670	8
R-HSA-450520	8
R-HSA-5576886	19
R-HSA-2142850	5
R-HSA-111458	3
R-HSA-111459	5
R-HSA-376172	11
R-HSA-376176	8
R-HSA-429593	7
R-HSA-5250992	3
R-HSA-1482883	8
R-HSA-451927	14
R-HSA-975298	26
R-HSA-2142696	1
R-HSA-2142691	21
R-HSA-6783310	38
R-HSA-170145	3
R-HSA-3299685	35
R-HSA-400206	19
R-HSA-1299308	3
R-HSA-373076	18
R-HSA-75205	13
R-HSA-211945	20
R-HSA-1475029	12
R-HSA-425366	11
R-HSA-5654710	13
R-HSA-5654712	19
R-HSA-5654719	16
R-HSA-5689901	31
R-HSA-170968	9
R-HSA-442660	19
R-HSA-2028269	19
R-HSA-187024	5
R-HSA-5624138	5
R-HSA-5673001	104
R-HSA-1461957	37
R-HSA-1839128	1
R-HSA-1839122	8
R-HSA-6798163	6
R-HSA-163680	8
R-HSA-163685	5
R-HSA-8866652	30
R-HSA-8866654	38
R-HSA-5358606	14
R-HSA-420092	31
R-HSA-166665	8
R-HSA-2473224	4
R-HSA-166663	78
R-HSA-166662	5
R-HSA-5336415	6
R-HSA-202670	13
R-HSA-351906	10
R-HSA-77108	3
R-HSA-983231	99
R-HSA-2466712	1
R-HSA-163754	2
R-HSA-391908	9
R-HSA-391903	1
R-HSA-391906	5
R-HSA-426486	9
R-HSA-70350	5
R-HSA-2024096	22
R-HSA-3359454	1
R-HSA-1234176	66
R-HSA-3359457	1
R-HSA-5579031	2
R-HSA-167044	9
R-HSA-8874081	30
R-HSA-456926	31
R-HSA-6811438	44
R-HSA-6811436	46
R-HSA-6811434	100
R-HSA-4608870	64
R-HSA-6782210	64
R-HSA-4641262	31
R-HSA-4641263	21
R-HSA-4641265	12
R-HSA-193681	3
R-HSA-8875360	14
R-HSA-4551638	4
R-HSA-70370	5
R-HSA-390651	5
R-HSA-390650	4
R-HSA-5688354	2
R-HSA-380284	68
R-HSA-196836	8
R-HSA-6785807	111
R-HSA-8876725	17
R-HSA-212718	3
R-HSA-163210	18
R-HSA-1912408	29
R-HSA-5682910	14
R-HSA-162588	25
R-HSA-5578749	72
R-HSA-162585	1
R-HSA-1296025	4
R-HSA-69229	51
R-HSA-168275	2
R-HSA-168276	34
R-HSA-168277	2
R-HSA-168271	28
R-HSA-71737	2
R-HSA-350054	13
R-HSA-164516	1
R-HSA-111447	15
R-HSA-111446	3
R-HSA-180897	3
R-HSA-112314	14
R-HSA-112310	1
R-HSA-111448	5
R-HSA-5250981	5
R-HSA-1295596	14
R-HSA-5250989	3
R-HSA-77588	11
R-HSA-1614517	5
R-HSA-3134973	5
R-HSA-2142688	9
R-HSA-373080	50
R-HSA-6799990	6
R-HSA-975110	15
R-HSA-354192	22
R-HSA-174113	55
R-HSA-2172127	24
R-HSA-2534343	1
R-HSA-418217	20
R-HSA-156584	11
R-HSA-6796648	65
R-HSA-1299316	2
R-HSA-937042	10
R-HSA-937041	23
R-HSA-399719	17
R-HSA-211976	25
R-HSA-3928663	32
R-HSA-442982	17
R-HSA-399710	4
R-HSA-211979	12
R-HSA-389599	4
R-HSA-912631	21
R-HSA-6799198	55
R-HSA-8852276	78
R-HSA-5654700	20
R-HSA-5654706	15
R-HSA-5654704	12
R-HSA-1169092	5
R-HSA-1169091	67
R-HSA-69610	1
R-HSA-210991	25
R-HSA-5635851	3
R-HSA-110330	3
R-HSA-110331	3
R-HSA-163560	20
R-HSA-3000480	19
R-HSA-983695	94
R-HSA-3642279	2
R-HSA-1250347	12
R-HSA-448706	7
R-HSA-1250342	9
R-HSA-202040	28
R-HSA-1839130	9
R-HSA-3065678	7
R-HSA-3065679	6
R-HSA-73923	6
R-HSA-3065676	5
R-HSA-170822	28
R-HSA-1538133	25
R-HSA-8942233	2
R-HSA-200425	13
R-HSA-173736	5
R-HSA-3214847	108
R-HSA-3214842	27
R-HSA-3214841	47
R-HSA-113501	13
R-HSA-2160916	12
R-HSA-113507	10
R-HSA-428890	9
R-HSA-1247673	8
R-HSA-446193	15
R-HSA-1250196	19
R-HSA-446199	6
R-HSA-166058	19
R-HSA-446353	12
R-HSA-75953	46
R-HSA-75955	59
R-HSA-380615	1
R-HSA-380612	2
R-HSA-5663213	35
R-HSA-1234162	3
R-HSA-8851805	9
R-HSA-1799339	113
R-HSA-2995383	10
R-HSA-5690714	66
R-HSA-418457	17
R-HSA-390247	5
R-HSA-2033519	14
R-HSA-2033515	1
R-HSA-2033514	9
R-HSA-445095	31
R-HSA-380994	25
R-HSA-4641257	55
R-HSA-5419276	87
R-HSA-163358	5
R-HSA-163359	27
R-HSA-112122	1
R-HSA-112126	4
R-HSA-977606	27
R-HSA-6807505	70
R-HSA-426496	7
R-HSA-390666	12
R-HSA-196807	11
R-HSA-1251932	4
R-HSA-8854214	44
R-HSA-400511	13
R-HSA-3301854	32
R-HSA-68616	6
R-HSA-167238	34
R-HSA-879518	11
R-HSA-2871796	89
R-HSA-156590	24
R-HSA-180336	7
R-HSA-8853338	18
R-HSA-162599	1
R-HSA-3000497	4
R-HSA-72702	59
R-HSA-8853336	3
R-HSA-72706	113
R-HSA-8853333	1
R-HSA-5625886	36
R-HSA-5688031	3
R-HSA-210500	23
R-HSA-70635	10
R-HSA-177929	6
R-HSA-5693616	39
R-HSA-112308	12
R-HSA-5625970	11
R-HSA-112303	5
R-HSA-5661270	5
R-HSA-425561	11
R-HSA-5365859	22
R-HSA-156588	20
R-HSA-428790	10
R-HSA-4420332	19
R-HSA-3304356	5
R-HSA-937072	16
R-HSA-5693548	6
R-HSA-2454202	65
R-HSA-5620912	96
R-HSA-15869	1
R-HSA-2468052	11
R-HSA-2142700	6
R-HSA-177135	6
R-HSA-428643	10
R-HSA-381033	4
R-HSA-174048	23
R-HSA-5654733	21
R-HSA-381038	52
R-HSA-203754	2
R-HSA-5607763	11
R-HSA-975634	43
R-HSA-110320	19
R-HSA-110329	7
R-HSA-110328	7
R-HSA-3371599	6
R-HSA-73817	12
R-HSA-425410	8
R-HSA-5627123	21
R-HSA-1461973	36
R-HSA-1660516	14
R-HSA-1660517	10
R-HSA-447038	7
R-HSA-6814848	7
R-HSA-193807	15
R-HSA-1502540	11
R-HSA-5696400	41
R-HSA-390522	35
R-HSA-75892	15
R-HSA-75893	7
R-HSA-75896	2
R-HSA-1059683	10
R-HSA-5658623	10
R-HSA-196780	11
R-HSA-196783	8
R-HSA-1483152	2
R-HSA-3214858	49
R-HSA-113510	18
R-HSA-139910	3
R-HSA-139915	9
R-HSA-382556	84
R-HSA-418597	48
R-HSA-194313	5
R-HSA-418592	24
R-HSA-389960	25
R-HSA-416700	19
R-HSA-844455	3
R-HSA-844456	12
R-HSA-1474228	79
R-HSA-1592389	33
R-HSA-4419969	13
R-HSA-446343	4
R-HSA-5663220	128
R-HSA-380972	28
R-HSA-8876493	9
R-HSA-194223	17
R-HSA-428930	23
R-HSA-2132295	132
R-HSA-6784531	54
R-HSA-1169408	70
R-HSA-72662	7
R-HSA-8849469	9
R-HSA-2691232	15
R-HSA-176408	24
R-HSA-176409	20
R-HSA-71403	19
R-HSA-196819	5
R-HSA-176407	19
R-HSA-2162123	15
R-HSA-6783783	47
R-HSA-5674135	39
R-HSA-198323	13
R-HSA-1912420	18
R-HSA-2485179	11
R-HSA-2168880	73
R-HSA-5578768	12
R-HSA-3928665	49
R-HSA-3928664	18
R-HSA-69205	18
R-HSA-69202	16
R-HSA-156582	2
R-HSA-156581	14
R-HSA-3928662	41
R-HSA-6803211	12
R-HSA-162658	13
R-HSA-210993	17
R-HSA-73621	11
R-HSA-210990	11
R-HSA-1227986	16
R-HSA-5218920	26
R-HSA-5218921	17
R-HSA-3000484	6
R-HSA-6803529	26
R-HSA-71240	13
R-HSA-8863795	22
R-HSA-75094	8
R-HSA-111465	18
R-HSA-111464	5
R-HSA-5693607	81
R-HSA-5173214	39
R-HSA-5685942	48
R-HSA-450513	17
R-HSA-5656169	32
R-HSA-5607761	60
R-HSA-68884	4
R-HSA-5607764	78
R-HSA-68881	2
R-HSA-175474	5
R-HSA-975138	10
R-HSA-450604	17
R-HSA-5654688	14
R-HSA-5693554	26
R-HSA-211916	6
R-HSA-70921	8
R-HSA-6782861	6
R-HSA-168928	17
R-HSA-199920	7
R-HSA-381042	4
R-HSA-1980150	11
R-HSA-5654720	17
R-HSA-5654726	20
R-HSA-5654727	22
R-HSA-2393930	4
R-HSA-2299718	42
R-HSA-182218	7
R-HSA-202424	115
R-HSA-110357	8
R-HSA-77387	26
R-HSA-176974	12
R-HSA-111885	3
R-HSA-6814122	42
R-HSA-1839117	16
R-HSA-3371453	67
R-HSA-5602680	3
R-HSA-202733	150
R-HSA-389397	8
R-HSA-3878781	4
R-HSA-447115	4
R-HSA-202427	40
R-HSA-5358493	8
R-HSA-629587	7
R-HSA-1483148	8
R-HSA-173599	3
R-HSA-933542	24
R-HSA-933543	12
R-HSA-933541	32
R-HSA-389957	27
R-HSA-5687128	89
R-HSA-194306	4
R-HSA-452723	28
R-HSA-6809583	1
R-HSA-203641	5
R-HSA-5651801	21
R-HSA-2470946	10
R-HSA-3359485	2
R-HSA-432722	54
R-HSA-977068	26
R-HSA-432720	35
R-HSA-983170	93
R-HSA-74713	5
R-HSA-177162	2
R-HSA-156827	112
R-HSA-5637810	14
R-HSA-2514853	11
R-HSA-2514859	30
R-HSA-176187	37
R-HSA-445989	32
R-HSA-69166	14
R-HSA-432030	2
R-HSA-8854050	55
R-HSA-190322	11
R-HSA-3814836	2
R-HSA-8854691	9
R-HSA-176417	6
R-HSA-176412	19
R-HSA-75153	3
R-HSA-6782315	35
R-HSA-75157	5
R-HSA-210455	4
R-HSA-5578775	54
R-HSA-916853	2
R-HSA-69563	7
R-HSA-3000471	4
R-HSA-6803207	12
R-HSA-6803204	20
R-HSA-6803205	14
R-HSA-1650814	67
R-HSA-68962	32
R-HSA-390918	7
R-HSA-419408	14
R-HSA-5624958	3
R-HSA-5357572	3
R-HSA-179812	6
R-HSA-2142816	9
R-HSA-193670	6
R-HSA-212436	358
R-HSA-426117	7
R-HSA-392023	3
R-HSA-3108214	71
R-HSA-69300	17
R-HSA-210746	5
R-HSA-210747	7
R-HSA-210744	7
R-HSA-210745	16
R-HSA-3238698	26
R-HSA-5263617	1
R-HSA-71387	2
R-HSA-71384	12
R-HSA-881907	9
R-HSA-2046106	12
R-HSA-450385	17
R-HSA-2046105	8
R-HSA-5628897	82
R-HSA-69416	10
R-HSA-2142789	8
R-HSA-997272	25
R-HSA-5693568	32
R-HSA-1299344	1
R-HSA-212300	42
R-HSA-5693565	59
R-HSA-164940	10
R-HSA-141430	20
R-HSA-392517	15
R-HSA-164944	7
R-HSA-549127	10
R-HSA-1980148	11
R-HSA-1663150	13
R-HSA-194840	140
R-HSA-1299503	3
R-HSA-112311	4
R-HSA-202433	51
R-HSA-202430	37
R-HSA-1368071	3
R-HSA-203927	23
R-HSA-2564830	13
R-HSA-2023837	1
R-HSA-165181	3
R-HSA-76009	10
R-HSA-6787450	7
R-HSA-5250982	1
R-HSA-982772	22
R-HSA-76005	3
R-HSA-5653890	3
R-HSA-5696397	25
R-HSA-5689877	12
R-HSA-5696395	43
R-HSA-5696394	38
R-HSA-428359	3
R-HSA-141405	2
R-HSA-2453902	22
R-HSA-352238	2
R-HSA-629597	9
R-HSA-629594	11
R-HSA-389542	1
R-HSA-427975	4
R-HSA-389948	41
R-HSA-2187335	6
R-HSA-8849474	4
R-HSA-8849471	26
R-HSA-8849470	6
R-HSA-8849473	5
R-HSA-8849472	3
R-HSA-390471	38
R-HSA-156902	90
R-HSA-191647	2
R-HSA-199418	8
R-HSA-2894862	56
R-HSA-174800	26
R-HSA-5362798	8
R-HSA-8856828	121
R-HSA-8856825	97
R-HSA-2562578	10
R-HSA-983168	306
R-HSA-2993913	6
R-HSA-8847993	11
R-HSA-6802953	4
R-HSA-6802952	60
R-HSA-6802955	39
R-HSA-416476	164
R-HSA-354194	13
R-HSA-192456	17
R-HSA-198693	8
R-HSA-165054	31
R-HSA-193648	59
R-HSA-383280	39
R-HSA-2024101	14
R-HSA-167152	48
R-HSA-72649	59
R-HSA-167158	33
R-HSA-3656532	6
R-HSA-3656535	4
R-HSA-1236978	50
R-HSA-1237112	6
R-HSA-1834949	22
R-HSA-166020	2
R-HSA-1834941	5
R-HSA-112043	16
R-HSA-444821	8
R-HSA-975871	9
R-HSA-5218900	10
R-HSA-72731	8
R-HSA-2173789	11
R-HSA-2173788	25
R-HSA-71262	4
R-HSA-5694530	33
R-HSA-68952	8
R-HSA-2586552	9
R-HSA-917937	15
R-HSA-71064	12
R-HSA-1181150	21
R-HSA-164378	18
R-HSA-977347	8
R-HSA-69091	14
R-HSA-2395516	3
R-HSA-6806664	3
R-HSA-1855183	11
R-HSA-400253	51
R-HSA-8948216	44
R-HSA-174154	67
R-HSA-5660668	6
R-HSA-399997	10
R-HSA-165158	4
R-HSA-165159	16
R-HSA-350562	51
R-HSA-209968	7
R-HSA-4085001	33
R-HSA-211935	15
R-HSA-5658034	3
R-HSA-5693571	52
R-HSA-2029485	87
R-HSA-5693579	25
R-HSA-2142770	6
R-HSA-71288	10
R-HSA-6788467	20
R-HSA-1482839	29
R-HSA-1482788	27
R-HSA-8875791	3
R-HSA-180746	30
R-HSA-420597	7
R-HSA-70895	19
R-HSA-375276	105
R-HSA-8866423	5
R-HSA-8866427	12
R-HSA-196757	16
R-HSA-5683177	2
R-HSA-1483166	33
R-HSA-749476	41
R-HSA-110373	2
R-HSA-418890	10
R-HSA-8849468	5
R-HSA-349425	52
R-HSA-3560801	19
R-HSA-5358747	15
R-HSA-5358749	15
R-HSA-877312	12
R-HSA-198203	9
R-HSA-198753	17
R-HSA-5362768	56
R-HSA-77042	2
R-HSA-187577	60
R-HSA-77289	5
R-HSA-77288	6
R-HSA-6802946	39
R-HSA-204005	68
R-HSA-6802948	35
R-HSA-6802949	49
R-HSA-77285	3
R-HSA-379401	1
R-HSA-6811440	49
R-HSA-166166	6
R-HSA-3772470	15
R-HSA-6793080	6
R-HSA-416993	13
R-HSA-73728	32
R-HSA-427589	3
R-HSA-1358803	12
R-HSA-8865999	4
R-HSA-1369062	18
R-HSA-168138	5
R-HSA-1462054	9
R-HSA-2559585	33
R-HSA-2559584	16
R-HSA-2559586	47
R-HSA-2559580	93
R-HSA-2559582	79
R-HSA-2219530	52
R-HSA-5626978	6
R-HSA-73614	10
R-HSA-69541	9
R-HSA-977225	70
R-HSA-2173791	16
R-HSA-2173795	23
R-HSA-2173796	32
R-HSA-380108	48
R-HSA-5669034	28
R-HSA-499943	24
R-HSA-174490	11
R-HSA-69895	4
R-HSA-212676	22
R-HSA-171306	33
R-HSA-8854521	2
R-HSA-381676	43
